artists,track_name,track_genre,Lyrics
Megan Moroney,Why Johnny,pop,"Hey, if I could I'd sit you down buy you a drink and ask you how
You got a cowboy ridin' to slow on down and walk the line and
I'd wanna hear it from the start, how many times did he break your heart?
From what I'm readin', why didn't you leave him?


When he came home late on booze and pills
Lyin' through that perfume smell comin' off his shirt?
What made you wanna make it work?
Did you always know he'd come around, change his ways and settle down?
Did your friends call you crazy too?
It'd sure help if I knew, hey June, why Johnny?


Did you know deep down inside your bones he'd be yours and yours alone?
Or were you just hoping? And how did you keep hoping?
I think I've got a Johnny of my own, but will he change? Hell if I know
Yes, I'm just hopin', but how do I keep hopin'


When he comes home late on booze and pills
Lyin' through that perfume smell comin' off his shirt?
What made you wanna make it work?
Did you always know he'd come around, change his ways and settle down?
Did your friends call you crazy too?
It'd sure help if I knew, hey June, why Johnny?
See Megan Moroney LiveGet tickets as low as $39You might also like
Why Johnny? And how June
Did you make him realize it was always you?
Did you ever wanna find somebody new?


When he came home late on booze and pills
Lyin' through that perfume smell comin' off his shirt
What made you wanna make it work?
Did you always know he'd come around, change his ways and settle down?
Did your friends call you crazy too? Bet you could've had anyone you wanted to
So, hey, June, why Johnny?


Why Johnny? How, June?"
Stuck Out,Mindless,pop,"Do your opinions keep you up at night?
Or do you lie to keep the victims out of sight and out of mind?
Cause I’ve been thinking 'bout it all the time
Like is the silence in your head, the only thing you comprehend 'cause


I said ain’t that the point you’re fucking missing
When I know you’ll never change your skin
'Cause you’re lying through your teeth and now everyone can see
The man that you’ve become


Do your opinions ever empathise?
Or is the pride you keep the only thing to ever cross your mind?
'Cause I’ve been building to the point of brеaking
So tell me what’s the gamе you’re trying to play here?


I said ain’t that the point you’re fucking missing
When I know you’ll never change your skin
'Cause you’re lying through your teeth and now everyone can see
The man that you’ve become
The man that you’ve become
The man that you’ve become
And now everyone can see
The man that you’ve become
You might also like
I said ‘yeah that’s the point I’m alway missing
'Cause I know I’m still that piece of shit
But I’m trying not to be so that you could finally see The man I could become
It’s a man that you could love"
Gilbert O'Sullivan,In Bed By Ten,pop,"Love peace and understanding makes no difference in the end
What you need to survive mother nature will provide
As long as you're
In bed by ten
Everybody has that feeling
One that drives you round the bend
I don't know what else to say
I suspect it'll be okay as long as you're in bed by ten
It isn't easy if that's what you think going to bed as the night begins but then you take it you take it from me things have never ever been
Quite the way you think they seem
Oh forget about tomorrow
Yesterday still has to end
I can do all manners of things wear you out and wear you in
As long as your
In bed by ten
As long as your
In bed by ten
In my heck of my woods
There's no neck at all
There might be a shoulder and as I can recall
A shoulder is something we all need to lean upon
You ought to try it once
In a while
You might find that it makes you Smile
The only thing is whenever you do don't get
Into counting sheep
That will only make you sleep
Oh lead me to your chamber
If you want me as a friend
Take a tip from one who knows
Lots you can do
Without any clothes
As long as you're in bed by ten
No denying
Its the truth
I'll do anything for you
As long as you're in bed by tenYou might also like"
The Dowling Poole,The Garden,pop,"Switch off the phone, cover up now, put a blanket on me
Block out the light, need protection from, the prying eyes now, yeah
On a good day the sun will keep the black dog at bay
And light me on my way

When the demons come to haunt you late at night
When you’ve given up the ghost and you can’t fight

You can step into the garden of a million tortured souls
You can learn to cope as one in an oasis of reflection

My profile is low, wrapping up now, hibernating from you
I have to shut down - need sedation, want protection from you, yeah
But the journey is meaningless when travelled alone
And light me on my way

When the monster rears it’s ugly head once more
And your will can’t keep the vampires from your door

You can step into the garden of a million tortured souls
You can learn to cope as one in an oasis of reflection
Don’t stare - I’m so scared of my reflection
Don’t care much for having to reflect on my fears

Light me on my way
Please light me on my way
You might also likeMaybe we could step into the garden of a million tortured souls
We’re all working from a script where we adopt familiar roles
(We can’t beat this living hell if we all stick together)
We can languish in the garden of a million tortured souls
We can learn to cope as one in an oasis of reflection
(We’ll beat this living hell as one, together)"
Billy Joe Royal,Steal Away,pop,"I've got to see you
Somehow
Not tomorrow
But right now


I know it's late
Whoa, I can't wait
So come on and steal away
Please, steal away


Now, don't start thinking
Trying to make up your mind
Your folks are sleeping
Let's not waste any time


I know it's late
Whoa, I can't wait
So come on and steal away
Please, steal away


I know it's wrong
Asking this of you
There's no other way
I can be with you
If only your folks
Would approve
Things like this
We wouldn't have to do, oh
You might also like
I won't tell
Anybody else
I'll keep it, babe
To myself


I know it's late
Whoa, I can't wait
So come on and steal away
Please, steal away


'Cause I need you, mama, yes I do
By my side, now
Yes, oh, I need you, baby
Oh, baby, right now, girl, yeah"
S Club,Don't Stop Movin',pop,"Don't stop movin' to the funky, funky beat
Don't stop movin' to the funky, funky beat (Yeah, c'mon)
Don't stop movin' to the funky, funky beat (Oh)
Don't stop movin' to the S Club beat


DJ got the party started, there's no end in sight
Everybody's movin' to the rhythm that's inside
It's a crazy world, but tonight's the right situation
Don't get left behind
I can feel the music movin' through me everywhere
Ain't no destination, baby, we don't even care
There's a place to be if you need the right education
Let it take you there


And just go with the magic, baby
I can see it there in your eyes (I can see it there in your eyes)
Let it flow, stop the waiting
Right here on the dance floor is where you gotta let it go


Don't stop movin', can you feel the music?
DJ's got us going around, 'round
Don't stop movin', find your own way to it
Listen to the music
Taking you to places that you've never been before, baby, now
You might also like
Don't stop movin' to the funky, funky beat (Oh)
Don't stop movin' to the S Club beat (Yeah, yeah, yeah)


You can touch the moment, almost feel it in the air (Ooh-ooh)
Don't know where we're goin', baby, we don't even care
Ain't no mystery, just use your imagination
Let it take you there


And just go with the magic, baby
I can see it there in your eyes (I can see it there in your eyes)
Let it flow, stop the waiting
Right here on the dance floor is where you gotta let it go


Don't stop movin', can you feel the music? (Woo!)
DJ's got us going around, 'round (Don't stop movin')
Don't stop movin', find your own way to it
Listen to the music
Taking you to places that you've never been before, baby, now


Don't stop movin' to the funky, funky beat (uh, uh)
Don't stop movin' to the funky, funky beat (yeah, c'mon)
Don't stop movin' to the funky, funky beat (don't stop movin')
Don't stop movin' to the S Club beat

Forget about your fears tonight
Listen to your heart, let's just touch the sky (Listen to your heart)
No need to reason why
Just listen to the sound, let it make you come alive


Don't stop movin', can you feel the music?
DJ's got us going around, 'round (Don't stop movin')
Don't stop movin', find your own way to it
Listen to the music (Yeah, yeah, yeah)
Don't stop movin', can you feel the music?
DJ's got us going around, 'round (Don't stop movin')
Don't stop movin', find your own way to it
Listen to the music
Taking you to places that you've never been before, baby, now


Don't stop movin' to the funky, funky beat
Don't stop movin' to the funky, funky beat
Don't stop movin' to the funky, funky beat
Don't stop movin' to the S Club beat"
Hailee Steinfeld,Rock Bottom,pop,"What are we fighting for?
Seems like we do it just for fun
In this, this stupid war
We play hard with our plastic guns
Breathe deep, bottle it up
So deep until it's all we got
Don't speak, just use your touch
Don't speak before we say too much


You hate me now, and I feel the same way
You love me now, and I feel the same way
Scream and we shout
And make up the same day, the same day


Oh, we're on the right side of rock bottom
And I hope that we keep falling
We're on the good side of bad karma
'Cause we keep on coming back for more
We're on the right side of rock bottom
And to you, I just keep crawling
You're the best kind of bad something
'Cause we keep on coming back for more
You might also like
You get under my skin
More than anyone's ever been
But when we lay in bed
You hold me harder 'til I forget


That you hate me now, and I feel the same way
You love me now, and I feel the same way
Scream and we shout
And make up the same day, the same day


Oh, we're on the right side of rock bottom
And I hope that we keep falling
We're on the good side of bad karma
'Cause we keep on coming back for more
We're on the right side of rock bottom
And to you, I just keep crawling
You're the best kind of bad something
'Cause we keep on coming back for more


Keep on coming back for more
'Cause we keep on coming back for more

What are we fighting for?
Seems like we do it just for fun
In this, this stupid war
We play hard with our plastic guns


Oh, we're on the right side of rock bottom
And I hope that we keep falling
We're on the good side of bad karma
'Cause we keep on coming back for more
We're on the right side of rock bottom
And to you, I just keep crawling
You're the best kind of bad something
'Cause we keep on coming back for more


Keep on coming back for more
'Cause we keep on coming back for more
Keep on coming back for more
'Cause we keep on coming back for more"
Sam Smith,Leave Your Lover,pop,"I don't have much to give, but I don't care for gold
What use is money when you need someone to hold?
Don't have direction, I'm just rolling down this road
Waiting for you to bring me in from out the cold


You'll never know the endless nights
The rhyming of the rain
Or how it feels to fall behind
And watch you call his name


Pack up and leave everything
Don't you see what I can bring?
Can't keep this beating heart at bay
Set my midnight sorrow free
I will give you all of me
Just leave your lover, leave him for me
Leave your lover, leave him for me


We sit in bars and raise our drinks to growing old
Oh, I'm in love with you and you will never know
But if I can't have you, I'll walk this life alone
Spare you the rising storm and let the rivers flow
See Sam Smith LiveGet tickets as low as $98You might also like
You'll never know the endless nights
The rhyming of the rain
Or how it feels to fall behind
And watch you call his name


Pack up and leave everything
Don't you see what I can bring?
Can't keep this beating heart at bay
Set my midnight sorrow free
I will give you all of me
Just leave your lover, leave him for me
Leave your lover, leave him for me
Leave your lover, leave him for me"
Shay Lia,3 Months,pop,"Three months for two weeks, nine days
You've been gone away, babe, away
Three months for two weeks, nine days
You've been gone away, babe, away


Come over here let me remind you
How it feels to have me under you
Can't you see how much I love you
To justify my love

Come over here let me remind you
How it feels to have me under you
Can't you see how much I love you
To give you all I have


 in my arms
Feel the pleasure in my essence
Tell me, talk to me, baby
Watch me dancin' on your body
Tell me if you'd like to ride out with me


I don't know how I'm getting so high
Come on dive in, need your lovin' all night
I don't know how I'm getting so high
Come on dive in, need your lovin' all night
I don't know how I'm getting so high
Come on dive in, need your lovin' all night
I don't know how I'm getting so high
Come on dive in, need your lovin' all night
You might also like
Three months for two weeks, nine days
You've been gone away, babe, away
Three months for two weeks, nine days
You've been gone away, babe, away


Come over here let me remind you
How it feels to have me under you
Can't you see how much I love you
To justify my love


I don't know how I'm getting so high
Come on dive in, need your lovin' all night
I don't know how I'm getting so high
Come on dive in, need your lovin' all night
I don't know how I'm getting so high
Come on dive in, need your lovin' all night
I don't know how I'm getting so high
Come on dive in, need your lovin' all night"
Anne Murray,Please Smile,pop,"Please smile although you're feelin' tired and blue
Please smile and make the world smile back at you


A smile can say in a million ways you're happy and so pleased
So smile and offer a smile to me


Please smile (Smile) and help a friend who's feelin' down (Ooh)
Please try (Try) and make him glad that you're around (Ooh)


A smile can say in a million ways (Million ways) a friend you're glad to be
So smile (Smile) and offer a smile to me (Ooh)
A smile can say in a million ways (Million ways) that you're happy and so pleased (Ooh)
So smile (Smile) and offer a smile to me, please (Ooh)You might also like"
Ed Sheeran,Thinking Out Loud,pop,"When your legs don't work like they used to before
And I can't sweep you off of your feet
Will your mouth still remember the taste of my love?
Will your eyes still smile from your cheeks?
And darlin', I will be lovin' you till we're seventy
And baby, my heart could still fall as hard at twenty-three


And I'm thinkin' 'bout how
People fall in love in mysterious ways
Maybe just the touch of a hand
Well, me, I fall in love with you every single day
And I just wanna tell you I am


So honey, now, take me into your lovin' arms
Kiss me under the light of a thousand stars
And place your head on my beatin' heart, I'm thinkin' out loud
Maybe we found love right where we are


When my hair's all but gone and my memory fades
And the crowds don't remember my name
When my hands don't play the strings the same way, mmm
I know you will still love me the same
'Cause, honey, your soul could never grow old, it's evergreen
And baby, your smile's forever in my mind and memory
See Ed Sheeran LiveGet tickets as low as $82You might also like
I'm thinkin' 'bout how
People fall in love in mysterious ways
And maybe it's all part of a plan
Oh, I'll just keep on makin' the same mistakes
Hoping that you'll understand


That, baby, now, take me into your lovin' arms
Kiss me under the light of a thousand stars
Place your head on my beatin' heart, I'm thinkin' out loud
And maybe we found love right where we are, oh-oh


Lo-lo-lo, lo-lo-lo
Lo-lo-lo, lo-lo-lo, love


So baby, now, take me into your lovin' arms
And kiss me under the light of a thousand stars, oh, darlin'
Place your head on my beatin' heart, I'm thinkin' out loud
That maybe we found love right where we are
Oh, maybe we found love right where we are
And we found love right where we are"
Faderhead,Swedish Models and Cocaine,pop,"Hey ho! Here we go
One more night, one more show
On the plane, that's the game
One more city, for the fame
Up early, plane is late
Wait for hours at the gate
Middle seat, I can't sleep
Crushed by men with large physique

All I want for me today is:
Swedish models and cocaine

Flight is rough, had enough
I could use some vodka love
Someone snores! Where's the Lord?
One more hour to unboard
Get stopped by the cops
Searching for those rockstar drops
Outta luck, I get bossed
At the belt, my luggage lost

Where's the driver, grab a cab
To the hotel, time to nap
10pm to the club, got no sleep
So fucked up!
Backstage cold, can't find drinks
Tag the walls with sharpie-ink
2am promoter knocks
Club is full, time to rockYou might also like"
Ana Moura,A Case Of You,pop,"Just before our love got lost you said
""I am as constant as a northern star""
And I said ""Constantly in the darkness
Where's that at?
If you want me I'll be in the bar""

On the back of a cartoon coaster
In the blue TV screen light
I drew a map of Canada
Oh Canada
With your face sketched on it twice
Oh you're in my blood like holy wine
You taste so bitter and so sweet

Oh I could drink a case of you darling
Still I'd be on my feet
Oh I would still be on my feet

Oh I am a lonely painter
I live in a box of paints
I'm frightened by the devil
And I'm drawn to those ones that ain't afraid

I remember that time you told me you said
""Love is touching souls""
Surely you touched mine
'Cause part of you pours out of me
In these lines from time to time
Oh, you're in my blood like holy wine
You taste so bitter and so sweet
You might also likeOh I could drink a case of you darling
And I would still be on my feet
I would still be on my feet

I met a woman
She had a mouth like yours
She knew your life
She knew your devils and your deeds
And she said
""Go to him, stay with him if you can
But be prepared to bleed""

Oh but you are in my blood
You're my holy wine
You're so bitter, bitter and so sweet

Oh, I could drink a case of you darling
Still I'd be on my feet
I would still be on my feet"
Clean Bandit,Sad Girls,pop,"Sad girls
Sad girl, I promise, you'll be okay
(Another banger)


Money on my mind, guess you fantasize
Levels to the remedy stuck in my mind
Told my momma, ""Shit, I promise we gon' be alright""
Still, I keep you awake at night
Yeah, get it in, only way I'll get it out
At least I made my brother proud
I be riding 'round, they tryna find me now
I'm feelin' happy, I ain't always down, yeah
I know she feelin' me, I'm not a dealer, B, I'm the realest G
I know LSD's how I feel the breeze
I got the sad girls feeling like I'm ecstasy
I got this one girl telling me that I'm the one
Came close, had to pull it when I jam my gun
Got more time when they feel the drums
Got the bass on my mind when I'm feelin' numb


Come on, little darling, we gon' fly to the sky
I'll be drinking 'til the feeling in my head goes dumb
Yeah, I'm walkin' on clouds, is it real?
I be trippin' with a baddie when I'm standin' 'round
'Cause I like her but this girl a Gemini
And she, and she really got me trapped right now
Are you feelin' the vibes, is it real?
I can't hear you when the music be up so
You might also like
(Promise you'll be, I promise you'll be okay)
I'll be drinking 'til the feeling in my head
(Promise you'll be, I promise you'll be okay, sad girl, promise you'll be okay)
(Promise you'll be, I promise you'll be okay)
I'll be drinking 'til the feeling in my head
(Promise you'll be, I promise you'll be okay, sad girl)
Promise you'll be okay


There's something I see about this girl, different
From the first time I saw her
For a moment, she looked like a loner
When she move on the dance floor
She got the vibe, she got that essence where nobody else fi belong
I can tell she a sad girl, love sad boy, this side she be on


Oh, party's over
She cryin' outside
I asked her, ""What's wrong?""
She said, ""Leave me alone
I don't want your love
Kiss me and just go""
I think she's happy she's a sad girl

Come on, little darling, we gon' fly to the sky (Oh)
I'll be drinking 'til the feeling in my head goes dumb
Yeah, I'm walkin' on clouds, is it real? (Oh)
I be trippin' with a baddie when I'm standin' 'round
'Cause I like her but this girl a Gemini (Oh)
And she, and she really got me trapped right now
Are you feelin' the vibes, is it real? (Are you real?)
I can't hear you when the music be up so


(Promise you'll be, I promise you'll be okay, sad girl)
I'll be drinking 'til the feeling in my head
(Promise you'll be, I promise you'll be okay, sad girl, promise you'll be okay)
(Promise you'll be, I promise you'll be okay)
I'll be drinking 'til the feeling in my head
(Promise you'll be, I promise you'll be okay, sad girl, promise you'll be okay)


And I feel like I'm floatin' through the sky
Baby, tell me if you feel what I feel
I'm imaginin' us smokin', feelin' high
Got this Cali in my pack for the chill
She told me come and fly to this paradise
I got feelings in my body and they never lie
All this liquor in my cup's got me feelin' right
I don't care about my issues when I feel alive, yeah"
Hype Williams,Madting,pop,"I got my freedom and that's all I want
What about my freedom? You ain't got no freedom. You a copout
But we all have different ways of doing what we think is right for ourselves
You are living in a dream world, and if I feel the pain, I'm gonna do something about it. And if it means jumping up and down, then you watch this sister jump. Just be careful who she lands on. All of you, you are Uncle Toms, not the old Uncle Toms, nah, you're a brand new breed. And if you keep looking the other way long enough, you know what you're gonna see? Nothing. And that's like super beautiful 'cause there's nothing else for you to do, but go right on. That world is dead. There's a new thing happening. New and beautifulYou might also like"
Harvi,Brave,pop,"Jack Dunn, son of a gun, somewhere in France today
Keeps fit doing his bit, up to his eyes in clay
Each night after a fight to pass the time along
He's got a little gramophone that plays this song


Take me back to dear old Blighty!
Put me on the train for London town
Take me over there
Drop me anywhere
Birmingham, Leeds, or Manchester, well, I don't care!
I should love to see my best girl
Cuddling up again we soon should be
(Whoa!)
Tiddley-iddley-ighty
Hurry me back to Blighty
Blighty is the place for me!


One day, Mickey O'Shea, out in a trench somewhere
So brave, having a shave, trying to part his hair
Mick yells, dodging the shells and lumps of dynamite:
""Talk of the Crystal Palace on a firework night!""


Take me back to dear old Blighty!
Put me on the train for London town
Take me over there
Drop me anywhere
Birmingham, Leeds, or Manchester, well, I don't care!
I should love to see my best girl
Cuddling up again we soon should be
(Whoa!)
Tiddley-iddley-ighty
Hurry me back to Blighty
Blighty is the place for me!You might also like"
Bow Wow,You Already Know,pop,"Uh-huh, uh-huh, uh
Yeah, uh-huh, uh (Yeah, money)
Bow Wow, uh-huh, So So, uh-huh (Yeah)
To the Def, uh-huh, yeah, uh-huh
Honey, shake, shake, you already know (Yeah, yeah), yeah
Yeah (Money)
Two thou', Bow Wow, uh (Haha)
Here we go, uh-huh, yeah, uh-huh
You already know


I'm a young player with his dough right, huh (You already know)
A young player with his flow right, huh (You already know)
I'm from the home where **** blow (You already know)
Ain't gotta say it how we play it, girl (You already know)
Lil' man with a chunk wrist (You already know)
You ain't never seen nobody like this (You already know)
And them **** that I run with (You already know)
They done had hit after hit after— (You already know)
Big ride, shotgun, girl (You already know)
Team up to drop when I got one (You already know)
Now all I wanna to do is see your hands (You already know)
Up, makin' everybody dance, girl (You already know)
I like girls with somethin' in the trunk (You already know)
Bow Wow, future of the funk (You already know)
So you can walk or you can ride (You already know)
'Cause this is So So Def for life, now let's go
See Bow Wow LiveGet tickets as low as $326You might also like
I ain't gon' front, yeah, I'm all about the money
I ain't gon' front, I gotta keep my flow
I ain't gon' front, yeah, I'm all about the honeys
When they shake, shake, bounce, you already know
I ain't gon' front, yeah, I'm all about the money
I ain't gon' front, I gotta keep my flow
I ain't gon' front, yeah, I'm all about the honeys
When they shake, shake, bounce, you already know


We 'bout to change the face of this game huh? (You already know)
Since age eight doin' thangs, huh? (You already know)
And tight, when seen, y'all gotta watch (You already know)
Team making more than your pops, huh? (You already know)
All them big thangs we 'bout (You already know)
A little dog, but I'm thugged out (You already know)
I keep it comin', I don't let up (You already know)
Who got your girl's head messed up? (You already know)
Ain't no droughts, we stay workin' (You already know)
Six hundred stretch with the curtains (You already know)
Who's the millennium thriller? Me, huh
I'm a natural born killer, B (You already know)
It's the new dog on the loose, huh? (You already know)
Ain't tryna stop him, ain't no use, huh? (You already know)
Eyes is bloodshot red, heart full of burn
It's my turn (You already know), let's go

I ain't gon' front, yeah, I'm all about the money
I ain't gon' front, I gotta keep my flow
I ain't gon' front, yeah, I'm all about the honeys
When they shake, shake, bounce, you already know
I ain't gon' front, yeah, I'm all about the money
I ain't gon' front, I gotta keep my flow
I ain't gon' front, yeah, I'm all about the honeys
When they shake, shake, bounce, you already know
I ain't gon' front, yeah, I'm all about the money
I ain't gon' front, I gotta keep my flow
I ain't gon' front, yeah, I'm all about the honeys
When they shake, shake, bounce, you already know
I ain't gon' front, yeah, I'm all about the money
I ain't gon' front, I gotta keep my flow
I ain't gon' front, yeah, I'm all about the honeys
When they shake, shake, bounce, you already know


Bow-wow—
Bow— Bow— Bow— Bow—
Bow-wow—
Bow—
Bow-wow—
Bow— Bow— Bow— Bow—
Bow-wow—
Bow— Bow— Bow—
Bow-wow-wow, yippie-yo—"
Mads Langer,The Beauty Of The Dark,pop,"The beauty of the dark, is the beauty of you
I dream of dreamind dreams of you
But nightmares always block the view
I can't sleep, no

The beauty of silence, is the noise of no words
When everything I listen for is here
When you walk in the door
Tonight, yeah

Where is the light in your deep dark room?
A shock of light could save you from the shadow
Why is the dark behind the moon?
Out of reach until the light is shattered

The ugly thing I do for beauty
If you could see what's real in me
Then maybe beauty wouldn't be so cruel

Where is the light in your deep dark room?
A shock of light could save you from the shadow
Why is the dark behind the moon?
Out of reach until the light is shattered

The beautu of the dark
Yeah
See Mads Langer LiveGet tickets as low as $87You might also likeThe beauty of the dark is the beauty of you

Where is the light in your deep dark room?
A shock of light could save you from the shadow
Why is the dark behind the moon?
Out of reach until the light is shattered"
Eddy Arnold,One Kiss Too Many,pop,"I had one kiss too many and it went right to my heart
What a fool I was to fall in love with you
I had one kiss too many and sure I was gone right from the start
I was kissing someone who just couldn't be true

I knew the morning after I made a big mistake
That extra kiss was more than this for heart of mine to take
I had one kiss too many I remember it and I cry
Cause when I kissed you I kissed my heart goodbye

I had one kiss too many and it took me by surprise
Now I know I'll never ever be the same
I had one kiss too many sure I'd never close my eyes
Cause I know that you were only playin' a game

I should have been contented to take a kiss and run
I had to hang around until I got that fatal one
I had one kiss too many it was just too much for me
Oh but one kiss less my heart might still be freeYou might also like"
Ed Sheeran,2step,pop,"I had a bad week
Spent the evening pretending it wasn't that deep
You could see in my eyes that it was taking over
I guess I was just blind and caught up in the moment
You know you take all of my stress right down
Help me get it off my chest and out
Into the ether with the rest of this mess that just keeps us depressed
We forget that we're here right now


'Cause we're livin' life at a different pace
Stuck in a constant race
Keep the pressure on, you're bound to break
Something's gotta change
We should just be cancelling all our plans and not give a damn
If we're missin' out on what the people think is right
Seein' through a picture behind the screen and forget to be
Lose the conversation for the message that you'll never read
I think maybe you and me
Oh, we should head out to the place where the music plays
And then


We'll go all night
Two-steppin' with the woman I love
All my troubles turn to nothin' when I'm in your eyes, electrified
We'll keep turnin' up and go all night
Oh, we had dips and falls in our time
But we know what it feels to be low then up, alone, then loved
And all we need is us to go all
See Ed Sheeran LiveGet tickets as low as $82You might also like
Night, night
Two-steppin' with the woman I love
Night, yeah
All we need is us


What do you reckon, is it just me?
Words are weapons and occasionally they cut deep
Crisis of confidence, it tends to come when I feel the dark and I open my heart
If you don't see it, you should trust me
I feel like I got nothin' left right now
Except this beauty in her dress right now
She got me feelin' like the best and the rest are just less than she needs
So we press play and step to the beat


'Cause we're livin' life at a different pace
Stuck in a constant race
Keep the pressure on, you're bound to break
Something's gotta change
We should just be cancelling all our plans and not give a damn
Head out to the place where it plays and


We'll go all night
Two-steppin' with the woman I love
All my troubles turn to nothin' when I'm in your eyes, electrified
We'll keep turnin' up and go all night
Oh, we had dips and falls in our time
But we know what it feels to be low then up, alone and loved
And all we need is us to go all

Night, night
Two-steppin' with the woman I love
Night, yeah
All we need is us to go all night
Night, night
Two-steppin' with the woman I love
Night, yeah
All we need is us to go all night"
Jr Aquino,Great Escape,pop,"Can we just be here alone, tonight?
Leave the world outside our door
Let's make this pass, slowly by
We deserve this and more

2, 3, 4


It's time for our great escape
From the worries and the stressings
Of our day to day
My lady, have no fear, it's just us here
A special evening made for two
Anything you wanna we can do, my love


Can we just be here alone tonight
Leave the world outside our door
Let's make this pass, slowly by
We deserve this and more


Now we can get some Thai food delivered
I know you like the sound of that
(ooh)
We can lay up under the bedsheets
Create some heat and get intimate
Oh, there's no rules in here
When it's just us my dear
A special evening made for two
Anything you wanna we can do, my love
You might also like
Can we just be here alone tonight
Leave the world outside our door
Let's make this pass, slowly by
We deserve this and more


With all the thoughts that plague our mind
I just wanna savor every moment with you
Have our hearts realign
It's okay, to be selfish
Once in a while


Can we just be here alone tonight
Leave the world outside our door
Let's make this pass, slowly by
We deserve this and more
Can we just be here alone tonight
Leave the world outside our door
Let's make this pass, slowly by
We deserve this and more"
Bush,The Only Way Out,pop,"Follow me down to the water
Through the trip wires in your head
Through the seven layers
Of your holy bed
Where there is no one God
But a series of systems
I wanna be your savior
I wanna be your seasons


The only way out is through
Lost my mind over you
The only way out is through
Lost my mind over you


Follow me down to the freeway
Where the beat goes on
And a heatwave blast the night
Say what you will but we pray
To the God's of our own demise
All the time


The only way out is through
Lost my mind over you
The only way out is through
Lost my mind over you
See Bush LiveGet tickets as low as $17You might also like
Let's build a bonfire tonight
We'll stay warm in the night time
Warm in the night time


Follow me down to the water
Through the trip wires in your head
Through the seven layers
Of your holy bed

Oh, oh, oh


The only way out is through
Lost my mind over you
The only way out is through
Lost my mind over you


The only way out
The only way out
The only way out is through
Lost my mind over you"
Meek Mill,A1 Everything,pop,"See, I'm an A1 type of guy (Uh-oh!)
I crush A1 hoes (true)
Rock A1 clothes (true)
Drive A1 whips (true)
And still pour A1 sauce on my shit
I come from the bottom (Poppin the bottles!)


Crushing all these hoes, rocking all this ice
Selling all these O's, nigga, I done did that twice
So I'm just riding round in my Rolls, about to get on my bike
Just to touchdown in my hood and I put that on my life
I'm like yeah nigga, I'm there nigga, I ball hard all year, nigga
My diamonds all clear nigga, smack my chain you dead nigga
I don't know what you heard, and I don't know what you thought
But all my dogs they murk, and all my dogs go hard, fuck that
My new young chick look exactly like Rihanna
Ass like Nicki, but she yellow like Madonna
I take her to the mall, buy her all types of designers
YSL, fly Chanel, all that Dolce & Gabbana
I jump right back like 36, lean hard when I turn the whip
If I ain't have my rap deal, then I still be serving bricks
So I kill a pussy, I murder shit, homicide on shorty
My gold Role cost 60 racks, my rose gold cost 40
You might also like
I get A1 money, I'm an A1 nigga
Got a A1 swagger, I'm getting A1 bitches
I just bought me a Rollie, you can skate on nigga
If they don't love it, they hate it, well get your hate on nigga
'Cause I got A1 everything, A1 everything
A1 everything, I get A1 everything
I got A1 credit, A1 hoes
I drive A1 whips, and I rock A1 clothes
Gangsta


Pray to God, I wash my hand but I be damned
2012, 100 racks to Uncle Sam
A 24 year old millionaire
Don't read the contract 'less a mill in there
A1 credit, park my car bowlegged
I got a bus full of bitches, I call it Jay-rome Bettis
I grab my dick in the picture, your ho be cropping the image
I let you scrape off the dishes, we eating nigga, I'll finish
Then come right back, hope you insomniac
Sleep on me if you wanna take a dirt nap
Bitch I'm talking ca-ca-ca-ca then more ca-ca-ca-ca
Hit your roof until I pop your top up
Then more ca-ca-ca-ca, til I know I gotcha
Ballin like I'm baldin', then I see Jordan in the mirror
Nigga, that's flawless VVS, and CC text me, ""What you wearing?""
Puttin my all inside your bitch, I grip her hips, that's power steering
About to hydroplane when I board that plane
And land inside the building

I get A1 money, I'm an A1 nigga
Got a A1 swagger, I'm getting A1 bitches
I just bought me a Rollie, you can skate on nigga
If they don't love it, they hate it, well get your hate on nigga
Cuz I got A1 everything, A1 everything
A1 everything, I get A1 everything
I got A1 credit (Credit), A1 hoes (Hoes)
I drive A1 whips, and I rock A1 clothes, I'm gone!"
